gene_row_idx,gene_identifier,degree,degree_bin
5442,8209,80,4
5443,8214,37,2
5444,8216,343,9
5445,8218,128,6
5446,8220,93,5
5447,8224,60,3
5448,8225,56,3
5449,8226,172,7
5450,8227,140,6
5451,8228,72,4
5452,8233,155,7
5453,8237,274,8
5454,8239,334,9
5455,8241,387,9
5456,8242,275,8
5457,8243,461,9
5458,8260,116,5
5459,8263,20,1
5460,8266,675,9
5461,8269,60,3
5462,8270,235,8
5463,8273,115,5
5464,8277,63,3
5465,8284,114,5
5466,8287,93,5
5467,8288,68,3
5468,8289,210,8
5469,8290,444,9
5470,8291,179,7
5471,8292,80,4
5472,8293,28,2
5473,8294,500,9
5474,8295,377,9
5475,8301,237,8
5476,8302,34,2
5477,8303,117,6
5478,8309,141,6
5479,8310,99,5
5480,8312,640,9
5481,8313,280,8
5482,8314,200,7
5483,8315,224,8
5484,8317,213,8
5485,8318,503,9
5486,8320,191,7
5487,8321,433,9
5488,8322,346,9
5489,8323,220,8
5490,8324,399,9
5491,8325,139,6
5492,8326,203,7
5493,8328,184,7
5494,8329,62,3
5495,8330,651,9
5496,8331,82,4
5497,8332,96,5
5498,8334,171,7
5499,8335,225,8
5500,8336,67,3
5501,8337,129,6
5502,8338,280,8
5503,8339,555,9
5504,8340,88,4
5505,8341,660,9
5506,8342,103,5
5507,8343,199,7
5508,8344,349,9
5509,8345,123,6
5510,8346,243,8
5511,8347,341,9
5512,8348,80,4
5513,8349,916,9
5514,8350,465,9
5515,8351,486,9
5516,8352,438,9
5517,8353,496,9
5518,8354,436,9
5519,8355,436,9
5520,8356,437,9
5521,8357,571,9
5522,8358,442,9
5523,8359,491,9
5524,8360,488,9
5525,8361,520,9
5526,8362,493,9
5527,8363,501,9
5528,8364,506,9
5529,8365,550,9
5530,8366,497,9
5531,8367,488,9
5532,8368,490,9
5533,8369,9,1
5534,8370,490,9
5535,8372,131,6
5536,8379,277,8
5537,8382,203,7
5538,8383,49,2
5539,8386,332,9
5540,8387,60,3
5541,8388,39,2
5542,8390,18,1
5543,8392,16,1
5544,8394,169,7
5545,8395,124,6
5546,8396,154,7
5547,8398,312,8
5548,8399,151,7
5549,8402,168,7
5550,8403,161,7
5551,8404,131,6
5552,8405,185,7
5553,8406,143,6
5554,8407,147,6
5555,8408,309,8
5556,8409,234,8
5557,8411,144,6
5558,8412,193,7
5559,8416,81,4
5560,8417,141,6
5561,8419,55,3
5562,8424,94,5
5563,8425,279,8
5564,8427,70,3
5565,8428,247,8
5566,8431,293,8
5567,8433,26,1
5568,8434,163,7
5569,8435,142,6
5570,8436,113,5
5571,8437,134,6
5572,8438,108,5
5573,8439,141,6
5574,8440,543,9
5575,8443,176,7
5576,8444,445,9
5577,8445,278,8
5578,8446,205,7
5579,8447,111,5
5580,8448,89,4
5581,8449,123,6
5582,8450,341,9
5583,8451,710,9
5584,8452,2471,9
5585,8453,984,9
5586,8454,1469,9
5587,8455,106,5
5588,8456,121,6
5589,8458,80,4
5590,8459,137,6
5591,8460,154,7
5592,8462,165,7
5593,8463,402,9
5594,8464,206,7
5595,8467,306,8
5596,8468,72,4
5597,8470,260,8
5598,8471,312,8
5599,8473,404,9
5600,8476,153,7
5601,8477,110,5
5602,8479,181,7
5603,8480,546,9
5604,8481,155,7
5605,8482,205,7
5606,8483,39,2
5607,8484,227,8
5608,8487,420,9
5609,8490,104,5
5610,8491,160,7
5611,8492,53,3
5612,8493,210,8
5613,8495,171,7
5614,8496,79,4
5615,8497,99,5
5616,8498,113,5
5617,8499,122,6
5618,8500,191,7
5619,8501,78,4
5620,8502,161,7
5621,8503,366,9
5622,8504,125,6
5623,8505,165,7
5624,8506,159,7
5625,8507,133,6
5626,8508,531,9
5627,8509,62,3
5628,8510,41,2
5629,8513,39,2
5630,8514,195,7
5631,8515,193,7
5632,8516,181,7
5633,8517,1193,9
5634,8518,473,9
5635,8519,200,7
5636,8520,643,9
5637,8521,93,5
5638,8522,167,7
5639,8525,214,8
5640,8526,95,5
5641,8527,240,8
5642,8528,88,4
5643,8529,181,7
5644,8530,63,3
5645,8531,469,9
5646,8532,22,1
5647,8533,206,7
5648,8534,46,2
5649,8535,280,8
5650,8536,214,8
5651,8537,81,4
5652,8538,62,3
5653,8539,91,4
5654,8540,117,6
5655,8541,162,7
5656,8542,134,6
5657,8543,319,8
5658,8544,92,4
5659,8545,139,6
5660,8546,225,8
5661,8547,104,5
5662,8548,189,7
5663,8549,133,6
5664,8550,428,9
5665,8553,324,8
5666,8554,508,9
5667,8555,108,5
5668,8556,104,5
5669,8557,179,7
5670,8558,143,6
5671,8559,103,5
5672,8560,146,6
5673,8562,148,6
5674,8563,154,7
5675,8564,127,6
5676,8565,254,8
5677,8566,148,6
5678,8567,140,6
5679,8568,60,3
5680,8569,301,8
5681,8570,216,8
5682,8572,137,6
5683,8573,390,9
5684,8574,711,9
5685,8575,442,9
5686,8576,265,8
5687,8577,13,1
5688,8578,111,5
5689,8581,66,3
5690,8590,33,2
5691,8600,298,8
5692,8601,190,7
5693,8602,147,6
5694,8603,91,4
5695,8604,263,8
5696,8605,156,7
5697,8607,1072,9
5698,8608,41,2
5699,8609,135,6
5700,8611,347,9
5701,8612,90,4
5702,8613,469,9
5703,8614,140,6
5704,8615,226,8
5705,8618,110,5
5706,8620,144,6
5707,8621,232,8
5708,8622,161,7
5709,8623,132,6
5710,8624,329,9
5711,8625,273,8
5712,8626,411,9
5713,8629,109,5
5714,8630,108,5
5715,8631,109,5
5716,8632,41,2
5717,8633,96,5
5718,8634,246,8
5719,8635,127,6
5720,8636,196,7
5721,8637,65,3
5722,8638,88,4
5723,8639,264,8
5724,8641,18,1
5725,8642,201,7
5726,8643,81,4
5727,8644,538,9
5728,8645,106,5
5729,8646,166,7
5730,8647,128,6
5731,8648,770,9
5732,8649,268,8
5733,8650,264,8
5734,8651,407,9
5735,8653,149,6
5736,8654,205,7
5737,8655,613,9
5738,8658,256,8
5739,8659,135,6
5740,8660,434,9
5741,8661,271,8
5742,8662,323,8
5743,8663,306,8
5744,8664,345,9
5745,8665,270,8
5746,8666,208,8
5747,8667,304,8
5748,8668,443,9
5749,8669,199,7
5750,8671,118,6
5751,8672,141,6
5752,8673,286,8
5753,8674,134,6
5754,8675,145,6
5755,8676,214,8
5756,8677,119,6
5757,8678,676,9
5758,8681,55,3
5759,8682,270,8
5760,8683,211,8
5761,8685,74,4
5762,8687,99,5
5763,8688,40,2
5764,8689,36,2
5765,8690,163,7
5766,8692,422,9
5767,8693,66,3
5768,8694,142,6
5769,8697,351,9
5770,8698,70,3
5771,8701,55,3
5772,8702,327,9
5773,8703,314,8
5774,8704,95,5
5775,8705,92,4
5776,8706,169,7
5777,8707,53,3
5778,8708,73,4
5779,8710,54,3
5780,8711,78,4
5781,8712,8,1
5782,8714,233,8
5783,8715,42,2
5784,8717,313,8
5785,8718,78,4
5786,8720,336,9
5787,8721,198,7
5788,8722,163,7
5789,8723,181,7
5790,8724,233,8
5791,8725,145,6
5792,8726,353,9
5793,8727,453,9
5794,8728,98,5
5795,8729,211,8
5796,8731,229,8
5797,8732,124,6
5798,8733,153,7
5799,8735,33,2
5800,8736,95,5
5801,8737,579,9
5802,8738,382,9
5803,8739,40,2
5804,8740,201,7
5805,8741,166,7
5806,8742,125,6
5807,8743,237,8
5808,8744,146,6
5809,8745,58,3
5810,8747,45,2
5811,8748,27,2
5812,8749,36,2
5813,8751,270,8
5814,8754,273,8
5815,8756,29,2
5816,8760,102,5
5817,8761,177,7
5818,8763,100,5
5819,8764,483,9
5820,8766,532,9
5821,8767,505,9
5822,8771,82,4
5823,8772,849,9
5824,8773,260,8
5825,8774,111,5
5826,8775,238,8
5827,8776,88,4
5828,8777,176,7
5829,8778,21,1
5830,8780,195,7
5831,8784,167,7
5832,8785,42,2
5833,8786,63,3
5834,8787,98,5
5835,8788,106,5
5836,8789,43,2
5837,8790,89,4
5838,8792,240,8
5839,8793,143,6
5840,8794,74,4
5841,8795,316,8
5842,8796,60,3
5843,8797,196,7
5844,8798,85,4
5845,8799,115,5
5846,8800,205,7
5847,8801,206,7
5848,8802,208,8
5849,8803,191,7
5850,8804,461,9
5851,8805,255,8
5852,8807,131,6
5853,8808,63,3
5854,8809,125,6
5855,8811,139,6
5856,8812,173,7
5857,8813,181,7
5858,8814,50,3
5859,8815,282,8
5860,8816,68,3
5861,8817,214,8
5862,8818,159,7
5863,8819,229,8
5864,8820,53,3
5865,8821,419,9
5866,8822,156,7
5867,8823,148,6
5868,8824,132,6
5869,8825,126,6
5870,8826,585,9
5871,8828,151,7
5872,8829,681,9
5873,8831,204,7
5874,8832,95,5
5875,8833,366,9
5876,8834,127,6
5877,8835,437,9
5878,8836,144,6
5879,8837,603,9
5880,8838,24,1
5881,8839,87,4
5882,8840,37,2
5883,8841,711,9
5884,8842,160,7
5885,8843,26,1
5886,8844,350,9
5887,8846,91,4
5888,8848,460,9
5889,8850,688,9
5890,8851,564,9
5891,8852,66,3
5892,8853,193,7
5893,8854,227,8
5894,8856,119,6
5895,8857,27,2
5896,8858,50,3
5897,8859,109,5
5898,8861,272,8
5899,8862,132,6
5900,8863,111,5
5901,8864,270,8
5902,8867,270,8
5903,8869,617,9
5904,8870,507,9
5905,8871,130,6
5906,8872,201,7
5907,8874,360,9
5908,8875,51,3
5909,8876,122,6
5910,8877,357,9
5911,8878,585,9
5912,8879,220,8
5913,8880,132,6
5914,8881,294,8
5915,8882,148,6
5916,8883,318,8
5917,8884,261,8
5918,8886,337,9
5919,8887,212,8
5920,8888,136,6
5921,8890,207,8
5922,8891,204,7
5923,8892,306,8
5924,8893,207,8
5925,8894,229,8
5926,8895,363,9
5927,8896,205,7
5928,8897,153,7
5929,8898,209,8
5930,8899,201,7
5931,8900,635,9
5932,8904,195,7
5933,8905,197,7
5934,8906,128,6
5935,8907,289,8
5936,8908,107,5
5937,8909,48,2
5938,8910,116,5
5939,8911,118,6
5940,8912,224,8
5941,8913,269,8
5942,8914,480,9
5943,8915,609,9
5944,8916,56,3
5945,8924,152,7
5946,8925,137,6
5947,8926,46,2
5948,8927,115,5
5949,8928,172,7
5950,8929,155,7
5951,8930,170,7
5952,8932,189,7
5953,8933,123,6
5954,8934,136,6
5955,8935,151,7
5956,8936,237,8
5957,8938,78,4
5958,8939,122,6
5959,8940,69,3
5960,8941,174,7
5961,8942,173,7
5962,8943,225,8
5963,8945,444,9
5964,8968,436,9
5965,8969,67,3
5966,8970,101,5
5967,8971,169,7
5968,8972,100,5
5969,8973,87,4
5970,8974,557,9
5971,8975,191,7
5972,8976,338,9
5973,8985,507,9
5974,8986,227,8
5975,8987,69,3
5976,8988,98,5
5977,8989,126,6
5978,8991,136,6
5979,8992,165,7
5980,8993,96,5
5981,8994,119,6
5982,8995,207,8
5983,8996,381,9
5984,8997,148,6
5985,8999,76,4
5986,9001,299,8
5987,9002,84,4
5988,9013,149,6
5989,9014,230,8
5990,9015,156,7
5991,9016,219,8
5992,9019,178,7
5993,9020,660,9
5994,9021,407,9
5995,9022,76,4
5996,9023,81,4
5997,9024,118,6
5998,9025,260,8
5999,9026,124,6
6000,9027,56,3
6001,9028,303,8
6002,9031,333,9
6003,9032,11,1
6004,9033,113,5
6005,9034,110,5
6006,9037,310,8
6007,9038,31,2
6008,9039,159,7
6009,9040,383,9
6010,9043,241,8
6011,9044,101,5
6012,9045,529,9
6013,9046,124,6
6014,9047,71,4
6015,9048,73,4
6016,9049,375,9
6017,9050,52,3
6018,9051,189,7
6019,9052,66,3
6020,9053,305,8
6021,9054,122,6
6022,9055,231,8
6023,9056,120,6
6024,9057,110,5
6025,9058,57,3
6026,9060,213,8
6027,9061,193,7
6028,9063,515,9
6029,9064,153,7
6030,9066,107,5
6031,9068,61,3
6032,9069,94,5
6033,9070,313,8
6034,9071,74,4
6035,9073,61,3
6036,9074,27,2
6037,9075,64,3
6038,9076,152,7
6039,9077,84,4
6040,9079,99,5
6041,9080,53,3
6042,9081,1,0
6043,9082,6,1
6044,9083,18,1
6045,9084,4,0
6046,9085,71,4
6047,9086,83,4
6048,9087,86,4
6049,9088,141,6
6050,9091,88,4
6051,9092,315,8
6052,9093,869,9
6053,9094,297,8
6054,9095,46,2
6055,9096,100,5
6056,9097,254,8
6057,9098,100,5
6058,9099,169,7
6059,9100,157,7
6060,9101,184,7
6061,9103,23,1
6062,9104,277,8
6063,9107,144,6
6064,9108,75,4
6065,9110,144,6
6066,9111,252,8
6067,9112,506,9
6068,9113,238,8
6069,9114,278,8
6070,9117,80,4
6071,9118,137,6
6072,9119,54,3
6073,9120,107,5
6074,9121,90,4
6075,9122,102,5
6076,9123,332,9
6077,9124,220,8
6078,9125,106,5
6079,9126,304,8
6080,9127,67,3
6081,9128,428,9
6082,9129,572,9
6083,9130,160,7
6084,9131,315,8
6085,9132,132,6
6086,9133,897,9
6087,9134,184,7
6088,9135,149,6
6089,9136,77,4
6090,9138,140,6
6091,9139,143,6
6092,9140,280,8
6093,9141,194,7
6094,9142,29,2
6095,9143,679,9
6096,9144,108,5
6097,9145,115,5
6098,9146,607,9
6099,9147,45,2
6100,9148,191,7
6101,9149,209,8
6102,9150,204,7
6103,9152,70,3
6104,9153,35,2
6105,9154,62,3
6106,9156,228,8
6107,9158,193,7
6108,9159,138,6
6109,9162,124,6
6110,9166,93,5
6111,9167,129,6
6112,9168,153,7
6113,9169,142,6
6114,9170,382,9
6115,9172,82,4
6116,9173,126,6
6117,9175,98,5
6118,9177,48,2
6119,9179,86,4
6120,9180,215,8
6121,9181,430,9
6122,9182,29,2
6123,9183,375,9
6124,9184,340,9
6125,9185,110,5
6126,9187,173,7
6127,9188,226,8
6128,9189,136,6
6129,9191,178,7
6130,9194,112,5
6131,9196,63,3
6132,9197,123,6
6133,9200,154,7
6134,9201,119,6
6135,9202,113,5
6136,9203,110,5
6137,9204,76,4
6138,9205,73,4
6139,9208,129,6
6140,9209,91,4
6141,9210,51,3
6142,9211,71,4
6143,9212,583,9
6144,9213,131,6
6145,9214,21,1
6146,9215,100,5
6147,9217,625,9
6148,9218,243,8
6149,9219,242,8
6150,9220,23,1
6151,9221,319,8
6152,9223,139,6
6153,9227,84,4
6154,9228,114,5
6155,9229,114,5
6156,9230,207,8
6157,9231,177,7
6158,9232,370,9
6159,9235,72,4
6160,9236,105,5
6161,9238,93,5
6162,9240,305,8
6163,9241,305,8
6164,9242,71,4
6165,9244,107,5
6166,9245,95,5
6167,9246,543,9
6168,9247,111,5
6169,9248,48,2
6170,9249,201,7
6171,9252,437,9
6172,9253,184,7
6173,9254,149,6
6174,9255,176,7
6175,9256,103,5
6176,9258,121,6
6177,9260,233,8
6178,9261,364,9
6179,9262,82,4
6180,9263,81,4
6181,9265,87,4
6182,9266,215,8
6183,9267,395,9
6184,9270,799,9
6185,9271,74,4
6186,9274,68,3
6187,9275,526,9
6188,9276,654,9
6189,9277,160,7
6190,9278,31,2
6191,9282,232,8
6192,9283,76,4
6193,9284,46,2
6194,9287,13,1
6195,9289,492,9
6196,9290,114,5
6197,9293,46,2
6198,9294,134,6
6199,9295,176,7
6200,9296,205,7
6201,9306,161,7
6202,9308,316,8
6203,9310,112,5
6204,9311,115,5
6205,9312,101,5
6206,9313,53,3
6207,9314,490,9
6208,9315,103,5
6209,9317,85,4
6210,9318,428,9
6211,9319,435,9
6212,9320,202,7
6213,9321,125,6
6214,9322,285,8
6215,9324,171,7
6216,9325,141,6
6217,9326,134,6
6218,9328,116,5
6219,9329,300,8
6220,9330,126,6
6221,9331,98,5
6222,9332,103,5
6223,9333,72,4
6224,9334,135,6
6225,9337,350,9
6226,9338,135,6
6227,9340,50,3
6228,9341,369,9
6229,9342,194,7
6230,9343,205,7
6231,9344,144,6
6232,9348,43,2
6233,9349,746,9
6234,9350,91,4
6235,9351,725,9
6236,9352,101,5
6237,9353,408,9
6238,9354,182,7
6239,9355,173,7
6240,9356,164,7
6241,9358,40,2
6242,9360,176,7
6243,9361,221,8
6244,9362,128,6
6245,9363,140,6
6246,9364,83,4
6247,9365,198,7
6248,9367,212,8
6249,9368,495,9
6250,9369,134,6
6251,9370,424,9
6252,9371,324,8
6253,9372,252,8
6254,9373,108,5
6255,9374,111,5
6256,9375,337,9
6257,9376,121,6
6258,9377,179,7
6259,9378,333,9
6260,9379,164,7
6261,9380,163,7
6262,9381,67,3
6263,9382,85,4
6264,9388,102,5
6265,9389,31,2
6266,9390,21,1
6267,9391,138,6
6268,9392,102,5
6269,9394,140,6
6270,9397,155,7
6271,9398,34,2
6272,9399,119,6
6273,9400,131,6
6274,9401,106,5
6275,9402,151,7
6276,9403,97,5
6277,9404,227,8
6278,9406,178,7
6279,9407,23,1
6280,9409,108,5
6281,9410,155,7
6282,9411,121,6
6283,9412,280,8
6284,9413,80,4
6285,9414,208,8
6286,9415,139,6
6287,9416,166,7
6288,9419,113,5
6289,9420,98,5
6290,9421,169,7
6291,9422,60,3
6292,9423,206,7
6293,9424,81,4
6294,9425,133,6
6295,9426,34,2
6296,9427,35,2
6297,9429,224,8
6298,9435,103,5
6299,9436,14,1
6300,9437,38,2
6301,9439,187,7
6302,9440,203,7
6303,9441,248,8
6304,9442,147,6
6305,9443,245,8
6306,9444,227,8
6307,9445,108,5
6308,9446,270,8
6309,9447,169,7
6310,9448,463,9
6311,9450,33,2
6312,9451,502,9
6313,9452,133,6
6314,9453,158,7
6315,9454,189,7
6316,9455,244,8
6317,9456,151,7
6318,9457,97,5
6319,9459,245,8
6320,9462,217,8
6321,9463,265,8
6322,9464,271,8
6323,9465,151,7
6324,9466,115,5
6325,9467,208,8
6326,9468,92,4
6327,9469,110,5
6328,9470,230,8
6329,9472,248,8
6330,9473,56,3
6331,9474,555,9
6332,9475,363,9
6333,9476,98,5
6334,9477,155,7
6335,9478,103,5
6336,9479,177,7
6337,9480,72,4
6338,9481,150,6
6339,9482,133,6
6340,9486,92,4
6341,9487,63,3
6342,9488,314,8
6343,9489,85,4
6344,9491,464,9
6345,9493,223,8
6346,9495,266,8
6347,9496,38,2
6348,9497,154,7
6349,9498,112,5
6350,9499,66,3
6351,9500,354,9
6352,9501,109,5
6353,9502,11,1
6354,9506,58,3
6355,9507,72,4
6356,9508,64,3
6357,9509,94,5
6358,9510,210,8
6359,9512,206,7
6360,9513,558,9
6361,9514,86,4
6362,9515,84,4
6363,9516,180,7
6364,9517,254,8
6365,9518,1040,9
6366,9519,363,9
6367,9520,234,8
6368,9521,134,6
6369,9522,67,3
6370,9524,177,7
6371,9525,259,8
6372,9526,100,5
6373,9527,144,6
6374,9528,115,5
6375,9529,198,7
6376,9530,216,8
6377,9531,566,9
6378,9532,113,5
6379,9533,510,9
6380,9534,50,3
6381,9535,119,6
6382,9536,109,5
6383,9537,58,3
6384,9538,95,5
6385,9540,121,6
6386,9541,117,6
6387,9542,183,7
6388,9543,28,2
6389,9545,119,6
6390,9546,103,5
6391,9547,143,6
6392,9550,138,6
6393,9551,216,8
6394,9552,398,9
6395,9553,124,6
6396,9554,104,5
6397,9555,326,9
6398,9556,106,5
6399,9557,137,6
6400,9559,136,6
6401,9560,3,0
6402,9562,102,5
6403,9563,108,5
6404,9564,359,9
6405,9567,127,6
6406,9568,236,8
6407,9569,82,4
6408,9570,136,6
6409,9572,245,8
6410,9573,106,5
6411,9575,283,8
6412,9576,58,3
6413,9577,186,7
6414,9578,147,6
6415,9580,96,5
6416,9581,248,8
6417,9582,62,3
6418,9583,112,5
6419,9584,219,8
6420,9585,186,7
6421,9586,176,7
6422,9587,213,8
6423,9588,170,7
6424,9589,230,8
6425,9590,147,6
6426,9592,122,6
6427,9595,80,4
6428,9600,102,5
6429,9601,238,8
6430,9603,82,4
6431,9604,218,8
6432,9605,141,6
6433,9607,167,7
6434,9609,34,2
6435,9610,139,6
6436,9611,610,9
6437,9612,526,9
6438,9615,73,4
6439,9616,155,7
6440,9617,81,4
6441,9618,405,9
6442,9619,224,8
6443,9620,134,6
6444,9622,78,4
6445,9623,22,1
6446,9625,176,7
6447,9626,88,4
6448,9627,135,6
6449,9628,53,3
6450,9630,129,6
6451,9631,274,8
6452,9632,224,8
6453,9633,63,3
6454,9635,120,6
6455,9636,500,9
6456,9637,210,8
6457,9638,304,8
6458,9639,136,6
6459,9640,87,4
6460,9641,1399,9
6461,9643,303,8
6462,9644,111,5
6463,9645,131,6
6464,9646,250,8
6465,9647,156,7
6466,9648,127,6
6467,9649,74,4
6468,9650,120,6
6469,9651,132,6
6470,9652,79,4
6471,9653,290,8
6472,9654,49,2
6473,9655,315,8
6474,9656,283,8
6475,9657,466,9
6476,9658,109,5
6477,9659,214,8
6478,9662,116,5
6479,9663,155,7
6480,9665,100,5
6481,9666,343,9
6482,9667,147,6
6483,9668,649,9
6484,9669,145,6
6485,9670,365,9
6486,9671,66,3
6487,9672,370,9
6488,9673,140,6
6489,9674,76,4
6490,9675,99,5
6491,9677,130,6
6492,9678,39,2
6493,9679,70,3
6494,9681,71,4
6495,9682,262,8
6496,9683,108,5
6497,9684,440,9
6498,9685,140,6
6499,9686,317,8
6500,9687,104,5
6501,9688,535,9
6502,9689,127,6
6503,9690,540,9
6504,9692,50,3
6505,9693,411,9
6506,9694,104,5
6507,9695,631,9
6508,9696,110,5
6509,9697,288,8
6510,9698,274,8
6511,9699,156,7
6512,9700,445,9
6513,9701,81,4
6514,9702,242,8
6515,9703,113,5
6516,9704,93,5
6517,9705,46,2
6518,9706,179,7
6519,9708,9,1
6520,9709,672,9
6521,9710,387,9
6522,9711,149,6
6523,9712,412,9
6524,9715,105,5
6525,9716,62,3
6526,9717,53,3
6527,9718,59,3
6528,9719,83,4
6529,9720,11,1
6530,9721,56,3
6531,9722,186,7
6532,9723,148,6
6533,9724,107,5
6534,9725,74,4
6535,9726,69,3
6536,9727,124,6
6537,9728,91,4
6538,9729,96,5
6539,9730,104,5
6540,9731,60,3
6541,9732,152,7
6542,9733,524,9
6543,9734,288,8
6544,9735,141,6
6545,9736,105,5
6546,9737,186,7
6547,9738,408,9
6548,9739,144,6
6549,9741,126,6
6550,9742,119,6
6551,9743,200,7
6552,9744,98,5
6553,9745,91,4
6554,9746,174,7
6555,9747,159,7
6556,9748,229,8
6557,9749,85,4
6558,9750,135,6
6559,9751,123,6
6560,9752,25,1
6561,9753,88,4
6562,9754,106,5
6563,9755,423,9
6564,9757,179,7
6565,9758,38,2
6566,9759,609,9
6567,9760,33,2
6568,9761,524,9
6569,9762,331,9
6570,9764,117,6
6571,9765,144,6
6572,9766,97,5
6573,9767,112,5
6574,9768,1673,9
6575,9770,302,8
6576,9771,135,6
6577,9772,82,4
6578,9774,167,7
6579,9775,862,9
6580,9776,177,7
6581,9777,79,4
6582,9778,97,5
6583,9779,163,7
6584,9780,94,5
6585,9781,165,7
6586,9782,435,9
6587,9783,94,5
6588,9784,232,8
6589,9785,148,6
6590,9786,72,4
6591,9787,348,9
6592,9788,271,8
6593,9789,132,6
6594,9790,96,5
6595,9791,82,4
6596,9792,112,5
6597,9793,200,7
6598,9794,191,7
6599,9796,128,6
6600,9797,317,8
6601,9798,197,7
6602,9801,671,9
6603,9802,310,8
6604,9804,226,8
6605,9805,250,8
6606,9806,118,6
6607,9807,143,6
6608,9810,241,8
6609,9811,97,5
6610,9812,107,5
6611,9813,203,7
6612,9814,97,5
6613,9815,211,8
6614,9816,63,3
6615,9817,794,9
6616,9818,225,8
6617,9819,32,2
6618,9820,369,9
6619,9821,211,8
6620,9823,75,4
6621,9824,86,4
6622,9825,116,5
6623,9826,185,7
6624,9827,49,2
6625,9828,102,5
6626,9829,127,6
6627,9830,87,4
6628,9831,218,8
6629,9832,84,4
6630,9833,530,9
6631,9836,46,2
6632,9837,142,6
6633,9839,229,8
6634,9840,84,4
6635,9841,166,7
6636,9842,313,8
6637,9843,84,4
6638,9844,186,7
6639,9846,269,8
6640,9847,783,9
6641,9848,61,3
6642,9849,84,4
6643,9851,388,9
6644,9852,240,8
6645,9853,95,5
6646,9854,361,9
6647,9855,110,5
6648,9856,54,3
6649,9857,103,5
6650,9858,107,5
6651,9859,72,4
6652,9860,12,1
6653,9861,517,9
6654,9862,249,8
6655,9863,240,8
6656,9865,29,2
6657,9866,89,4
6658,9867,322,8
6659,9868,268,8
6660,9869,530,9
6661,9870,133,6
6662,9871,251,8
6663,9873,108,5
6664,9874,101,5
6665,9875,54,3
6666,9877,120,6
6667,9878,131,6
6668,9879,146,6
6669,9880,88,4
6670,9881,46,2
6671,9882,164,7
6672,9883,192,7
6673,9884,11,1
6674,9885,161,7
6675,9886,207,8
6676,9887,169,7
6677,9889,66,3
6678,9890,82,4
6679,9891,193,7
6680,9892,102,5
6681,9894,146,6
6682,9895,93,5
6683,9896,144,6
6684,9897,465,9
6685,9898,126,6
6686,9899,79,4
6687,9900,188,7
6688,9901,71,4
6689,9902,121,6
6690,9903,874,9
6691,9904,57,3
6692,9905,122,6
6693,9906,32,2
6694,9907,86,4
6695,9908,224,8
6696,9909,94,5
6697,9910,82,4
6698,9911,103,5
6699,9912,96,5
6700,9913,190,7
6701,9914,138,6
6702,9915,391,9
6703,9917,187,7
6704,9918,172,7
6705,9919,200,7
6706,9920,91,4
6707,9921,226,8
6708,9922,106,5
6709,9923,59,3
6710,9924,449,9
6711,9925,92,4
6712,9926,647,9
6713,9927,176,7
6714,9928,337,9
6715,9929,192,7
6716,9931,88,4
6717,9933,98,5
6718,9934,66,3
6719,9935,487,9
6720,9936,77,4
6721,9937,98,5
6722,9938,163,7
6723,9939,190,7
6724,9940,28,2
6725,9941,63,3
6726,9942,63,3
6727,9943,344,9
6728,9945,160,7
6729,9946,82,4
6730,9947,29,2
6731,9948,196,7
6732,9949,72,4
6733,9950,137,6
6734,9951,37,2
6735,9953,53,3
6736,9955,50,3
6737,9956,48,2
6738,9957,51,3
6739,9958,375,9
6740,9960,168,7
6741,9961,408,9
6742,9962,139,6
6743,9963,129,6
6744,9965,167,7
6745,9966,134,6
6746,9967,223,8
6747,9968,359,9
6748,9969,171,7
6749,9970,109,5
6750,9971,390,9
6751,9972,334,9
6752,9973,130,6
6753,9975,174,7
6754,9976,28,2
6755,9978,438,9
6756,9980,46,2
6757,9982,96,5
6758,9984,216,8
6759,9985,141,6
6760,9986,98,5
6761,9987,162,7
6762,9988,389,9
6763,9989,278,8
6764,9990,120,6
6765,9991,76,4
6766,9992,167,7
6767,9993,63,3
6768,9994,187,7
6769,9997,136,6
6770,10000,349,9
6771,10001,235,8
6772,10002,100,5
6773,10003,48,2
6774,10004,51,3
6775,10005,165,7
6776,10006,349,9
6777,10007,937,9
6778,10008,162,7
6779,10009,83,4
6780,10010,230,8
6781,10011,150,6
6782,10013,1026,9
6783,10014,1072,9
6784,10015,352,9
6785,10016,226,8
6786,10017,86,4
6787,10018,380,9
6788,10019,169,7
6789,10020,358,9
6790,10021,117,6
6791,10022,19,1
6792,10023,174,7
6793,10024,200,7
6794,10025,157,7
6795,10026,169,7
6796,10036,236,8
6797,10038,543,9
6798,10039,152,7
6799,10040,191,7
6800,10042,85,4
6801,10043,135,6
6802,10044,97,5
6803,10045,103,5
6804,10046,454,9
6805,10047,23,1
6806,10048,292,8
6807,10049,304,8
6808,10050,48,2
6809,10051,445,9
6810,10052,214,8
6811,10053,189,7
6812,10054,118,6
6813,10055,170,7
6814,10056,204,7
6815,10057,782,9
6816,10058,363,9
6817,10059,691,9
6818,10060,117,6
6819,10061,99,5
6820,10062,315,8
6821,10063,100,5
6822,10066,121,6
6823,10067,98,5
6824,10068,66,3
6825,10069,113,5
6826,10071,35,2
6827,10072,93,5
6828,10073,129,6
6829,10075,250,8
6830,10076,446,9
6831,10077,76,4
6832,10078,150,6
6833,10079,131,6
6834,10081,136,6
6835,10082,117,6
6836,10083,131,6
6837,10084,201,7
