gene_row_idx,gene_identifier,degree,degree_bin
11829,59272,184,7
11830,59274,45,2
11831,59277,106,5
11832,59283,115,5
11833,59284,76,4
11834,59285,54,3
11835,59286,274,8
11836,59307,123,6
11837,59335,38,2
11838,59336,20,1
11839,59338,167,7
11840,59339,87,4
11841,59340,77,4
11842,59341,257,8
11843,59342,149,6
11844,59343,338,9
11845,59344,92,5
11846,59345,164,7
11847,59348,111,5
11848,59349,199,7
11849,59350,51,3
11850,59351,1,0
11851,59352,201,7
11852,59353,149,6
11853,60312,73,4
11854,60313,94,5
11855,60314,95,5
11856,60343,85,4
11857,60370,112,5
11858,60385,63,3
11859,60386,85,4
11860,60401,73,4
11861,60412,138,6
11862,60436,332,9
11863,60437,65,3
11864,60468,118,6
11865,60481,135,6
11866,60482,102,5
11867,60484,56,3
11868,60485,171,7
11869,60487,91,4
11870,60488,117,6
11871,60489,175,7
11872,60490,151,7
11873,60491,296,8
11874,60492,137,6
11875,60493,242,8
11876,60494,29,2
11877,60495,55,3
11878,60496,167,7
11879,60506,55,3
11880,60509,81,4
11881,60526,71,4
11882,60528,306,8
11883,60529,100,5
11884,60558,77,4
11885,60559,120,6
11886,60560,79,4
11887,60561,150,6
11888,60592,99,5
11889,60598,136,6
11890,60625,63,3
11891,60626,148,6
11892,60672,86,4
11893,60673,349,9
11894,60675,102,5
11895,60676,46,2
11896,60677,48,2
11897,60678,85,4
11898,60680,33,2
11899,60681,90,4
11900,60682,109,5
11901,60684,90,4
11902,60685,93,5
11903,60686,53,3
11904,63027,83,4
11905,63035,287,8
11906,63036,18,1
11907,63826,124,6
11908,63827,142,6
11909,63874,411,9
11910,63875,173,7
11911,63876,60,3
11912,63877,10,1
11913,63891,168,7
11914,63892,260,8
11915,63893,148,6
11916,63894,100,5
11917,63895,59,3
11918,63897,72,4
11919,63898,161,7
11920,63899,58,3
11921,63901,108,5
11922,63904,53,3
11923,63905,67,3
11924,63906,33,2
11925,63908,141,6
11926,63910,98,5
11927,63915,132,6
11928,63916,117,6
11929,63917,118,6
11930,63920,65,3
11931,63922,74,4
11932,63923,38,2
11933,63924,59,3
11934,63925,166,7
11935,63926,12,1
11936,63928,87,4
11937,63929,140,6
11938,63931,142,6
11939,63932,75,4
11940,63933,423,9
11941,63934,70,3
11942,63935,63,3
11943,63939,64,3
11944,63940,126,6
11945,63941,159,7
11946,63943,53,3
11947,63946,128,6
11948,63947,20,1
11949,63948,153,7
11950,63950,84,4
11951,63951,56,3
11952,63967,118,6
11953,63970,19,1
11954,63971,150,6
11955,63973,68,3
11956,63974,107,5
11957,63976,98,5
11958,63977,56,3
11959,63978,108,5
11960,63979,112,5
11961,63982,79,4
11962,64005,102,5
11963,64061,178,7
11964,64062,64,3
11965,64063,53,3
11966,64064,27,2
11967,64065,137,6
11968,64066,23,1
11969,64067,77,4
11970,64072,159,7
11971,64073,20,1
11972,64077,146,6
11973,64078,69,3
11974,64080,391,9
11975,64081,148,6
11976,64083,180,7
11977,64084,92,5
11978,64087,116,5
11979,64089,81,4
11980,64090,268,8
11981,64091,73,4
11982,64092,91,4
11983,64093,84,4
11984,64094,84,4
11985,64096,18,1
11986,64097,59,3
11987,64098,73,4
11988,64100,51,3
11989,64101,171,7
11990,64102,151,7
11991,64105,91,4
11992,64106,30,2
11993,64108,22,1
11994,64109,15,1
11995,64110,107,5
11996,64111,28,2
11997,64112,199,7
11998,64114,160,7
11999,64115,137,6
12000,64116,101,5
12001,64118,59,3
12002,64121,243,8
12003,64122,49,2
12004,64123,87,4
12005,64127,506,9
12006,64129,115,5
12007,64130,124,6
12008,64131,71,4
12009,64132,69,3
12010,64135,241,8
12011,64137,127,6
12012,64145,135,6
12013,64146,21,1
12014,64147,116,5
12015,64149,50,3
12016,64151,146,6
12017,64167,754,9
12018,64168,34,2
12019,64170,452,9
12020,64172,78,4
12021,64174,51,3
12022,64175,147,6
12023,64180,54,3
12024,64184,9,1
12025,64207,78,4
12026,64208,40,2
12027,64210,426,9
12028,64211,56,3
12029,64215,295,8
12030,64216,139,6
12031,64218,279,8
12032,64219,210,8
12033,64220,153,7
12034,64221,103,5
12035,64222,42,2
12036,64223,371,9
12037,64224,74,4
12038,64225,125,6
12039,64231,69,3
12040,64232,36,2
12041,64236,103,5
12042,64240,155,7
12043,64241,138,6
12044,64282,120,6
12045,64283,117,6
12046,64284,166,7
12047,64285,108,5
12048,64288,65,3
12049,64318,99,5
12050,64319,86,4
12051,64320,93,5
12052,64321,216,8
12053,64324,187,7
12054,64326,246,8
12055,64327,47,2
12056,64328,106,5
12057,64332,90,4
12058,64333,156,7
12059,64342,66,3
12060,64343,135,6
12061,64344,92,5
12062,64359,110,5
12063,64374,141,6
12064,64375,338,9
12065,64376,150,6
12066,64377,54,3
12067,64386,64,3
12068,64388,62,3
12069,64393,114,5
12070,64395,206,8
12071,64397,120,6
12072,64398,163,7
12073,64399,67,3
12074,64400,240,8
12075,64403,58,3
12076,64405,32,2
12077,64407,147,6
12078,64409,77,4
12079,64410,65,3
12080,64411,125,6
12081,64412,100,5
12082,64417,59,3
12083,64418,84,4
12084,64419,112,5
12085,64420,46,2
12086,64421,127,6
12087,64422,279,8
12088,64423,100,5
12089,64425,249,8
12090,64426,121,6
12091,64427,86,4
12092,64428,307,8
12093,64429,526,9
12094,64430,90,4
12095,64431,148,6
12096,64432,118,6
12097,64434,61,3
12098,64446,67,3
12099,64478,60,3
12100,64499,86,4
12101,64506,128,6
12102,64518,53,3
12103,64577,65,3
12104,64579,43,2
12105,64581,135,6
12106,64582,14,1
12107,64591,38,2
12108,64598,72,4
12109,64599,91,4
12110,64600,67,3
12111,64601,219,8
12112,64641,69,3
12113,64645,70,3
12114,64648,8,1
12115,64651,99,5
12116,64663,9,1
12117,64682,260,8
12118,64689,142,6
12119,64693,9,1
12120,64699,64,3
12121,64708,121,6
12122,64710,267,8
12123,64711,28,2
12124,64714,121,6
12125,64718,81,4
12126,64743,119,6
12127,64744,85,4
12128,64745,111,5
12129,64746,205,7
12130,64747,100,5
12131,64748,107,5
12132,64750,419,9
12133,64753,184,7
12134,64754,214,8
12135,64755,91,4
12136,64756,150,6
12137,64757,78,4
12138,64759,141,6
12139,64760,33,2
12140,64761,101,5
12141,64762,100,5
12142,64763,112,5
12143,64764,367,9
12144,64766,293,8
12145,64768,91,4
12146,64769,108,5
12147,64770,73,4
12148,64771,115,5
12149,64772,35,2
12150,64773,77,4
12151,64776,9,1
12152,64777,82,4
12153,64778,87,4
12154,64779,32,2
12155,64780,154,7
12156,64781,296,8
12157,64782,187,7
12158,64783,225,8
12159,64784,112,5
12160,64785,80,4
12161,64786,301,8
12162,64787,119,6
12163,64788,100,5
12164,64789,51,3
12165,64792,81,4
12166,64793,218,8
12167,64794,57,3
12168,64795,111,5
12169,64798,142,6
12170,64799,23,1
12171,64800,47,2
12172,64801,101,5
12173,64802,99,5
12174,64805,177,7
12175,64806,29,2
12176,64816,39,2
12177,64834,158,7
12178,64837,146,6
12179,64838,70,3
12180,64839,34,2
12181,64840,82,4
12182,64841,113,5
12183,64843,65,3
12184,64844,162,7
12185,64847,261,8
12186,64848,256,8
12187,64849,115,5
12188,64850,99,5
12189,64852,115,5
12190,64853,116,5
12191,64854,142,6
12192,64855,107,5
12193,64856,551,9
12194,64857,79,4
12195,64858,105,5
12196,64859,47,2
12197,64860,95,5
12198,64863,94,5
12199,64864,39,2
12200,64866,84,4
12201,64881,20,1
12202,64895,55,3
12203,64897,61,3
12204,64900,104,5
12205,64901,59,3
12206,64902,96,5
12207,64919,191,7
12208,64921,197,7
12209,64922,48,2
12210,64924,131,6
12211,64925,30,2
12212,64926,185,7
12213,64927,65,3
12214,64928,103,5
12215,64943,429,9
12216,64946,139,6
12217,64949,129,6
12218,64951,69,3
12219,64960,288,8
12220,64963,145,6
12221,64965,134,6
12222,64968,127,6
12223,64969,266,8
12224,64975,69,3
12225,64976,84,4
12226,64978,77,4
12227,64979,111,5
12228,64981,115,5
12229,64983,113,5
12230,65003,201,7
12231,65005,74,4
12232,65008,107,5
12233,65009,185,7
12234,65010,203,7
12235,65012,83,4
12236,65018,483,9
12237,65055,101,5
12238,65056,98,5
12239,65057,435,9
12240,65059,104,5
12241,65061,38,2
12242,65062,74,4
12243,65065,53,3
12244,65078,287,8
12245,65080,172,7
12246,65082,103,5
12247,65083,119,6
12248,65084,58,3
12249,65094,78,4
12250,65095,110,5
12251,65108,191,7
12252,65109,205,7
12253,65110,123,6
12254,65117,70,3
12255,65121,14,1
12256,65122,14,1
12257,65123,197,7
12258,65124,81,4
12259,65125,552,9
12260,65217,87,4
12261,65220,170,7
12262,65243,164,7
12263,65244,53,3
12264,65249,142,6
12265,65250,130,6
12266,65251,35,2
12267,65258,108,5
12268,65260,19,1
12269,65263,116,5
12270,65264,231,8
12271,65265,164,7
12272,65266,143,6
12273,65267,99,5
12274,65268,98,5
12275,65975,315,8
12276,65977,16,1
12277,65979,169,7
12278,65980,81,4
12279,65981,129,6
12280,65982,64,3
12281,65983,95,5
12282,65985,173,7
12283,65986,79,4
12284,65987,22,1
12285,65988,75,4
12286,65989,93,5
12287,65990,85,4
12288,65991,61,3
12289,65992,128,6
12290,65993,159,7
12291,65997,65,3
12292,65998,78,4
12293,65999,44,2
12294,66000,79,4
12295,66002,144,6
12296,66004,59,3
12297,66005,149,6
12298,66008,384,9
12299,66035,155,7
12300,66036,110,5
12301,66037,83,4
12302,78986,113,5
12303,78987,120,6
12304,78988,99,5
12305,78989,50,3
12306,78990,114,5
12307,78991,127,6
12308,78992,79,4
12309,78994,107,5
12310,78995,30,2
12311,78996,53,3
12312,78997,30,2
12313,78999,60,3
12314,79000,47,2
12315,79001,274,8
12316,79002,137,6
12317,79003,154,7
12318,79004,197,7
12319,79005,151,7
12320,79006,168,7
12321,79007,56,3
12322,79008,169,7
12323,79009,458,9
12324,79012,233,8
12325,79016,164,7
12326,79017,173,7
12327,79018,68,3
12328,79019,114,5
12329,79020,62,3
12330,79022,106,5
12331,79023,233,8
12332,79024,10,1
12333,79025,54,3
12334,79026,171,7
12335,79027,550,9
12336,79029,77,4
12337,79031,74,4
12338,79033,163,7
12339,79034,67,3
12340,79035,129,6
12341,79036,143,6
12342,79037,9,1
12343,79038,131,6
12344,79039,134,6
12345,79041,39,2
12346,79042,152,7
12347,79047,79,4
12348,79048,133,6
12349,79050,100,5
12350,79053,108,5
12351,79054,88,4
12352,79056,88,4
12353,79057,22,1
12354,79058,104,5
12355,79064,21,1
12356,79065,133,6
12357,79066,63,3
12358,79068,104,5
12359,79070,71,4
12360,79071,289,8
12361,79072,108,5
12362,79073,1067,9
12363,79074,80,4
12364,79075,118,6
12365,79077,129,6
12366,79078,74,4
12367,79080,646,9
12368,79081,75,4
12369,79083,136,6
12370,79084,486,9
12371,79085,124,6
12372,79086,71,4
12373,79087,40,2
12374,79088,102,5
12375,79089,104,5
12376,79090,389,9
12377,79091,53,3
12378,79092,61,3
12379,79094,267,8
12380,79095,95,5
12381,79096,107,5
12382,79097,4,0
12383,79098,57,3
12384,79101,126,6
12385,79102,85,4
12386,79109,271,8
12387,79132,166,7
12388,79133,34,2
12389,79134,55,3
12390,79135,141,6
12391,79137,93,5
12392,79139,243,8
12393,79140,87,4
12394,79142,263,8
12395,79143,411,9
12396,79144,90,4
12397,79145,144,6
12398,79147,73,4
12399,79148,67,3
12400,79149,31,2
12401,79152,107,5
12402,79153,12,1
12403,79154,25,1
12404,79155,217,8
12405,79156,114,5
12406,79157,61,3
12407,79158,131,6
12408,79159,50,3
12409,79161,82,4
12410,79165,84,4
12411,79168,7,1
12412,79169,100,5
12413,79170,268,8
12414,79171,123,6
12415,79172,86,4
12416,79173,94,5
12417,79174,212,8
12418,79175,42,2
12419,79176,171,7
12420,79177,79,4
12421,79178,68,3
12422,79180,129,6
12423,79183,59,3
12424,79184,179,7
12425,79187,186,7
12426,79188,142,6
12427,79190,37,2
12428,79191,167,7
12429,79192,145,6
12430,79228,113,5
12431,79230,30,2
12432,79258,52,3
12433,79269,104,5
12434,79290,35,2
12435,79295,15,1
12436,79310,15,1
12437,79317,18,1
12438,79324,74,4
12439,79334,14,1
12440,79339,14,1
12441,79345,15,1
12442,79363,50,3
12443,79364,98,5
12444,79365,136,6
12445,79366,90,4
12446,79368,21,1
12447,79369,107,5
12448,79370,30,2
12449,79400,70,3
12450,79411,79,4
12451,79412,35,2
12452,79413,72,4
12453,79414,135,6
12454,79415,100,5
12455,79441,96,5
12456,79442,194,7
12457,79443,153,7
12458,79444,153,7
12459,79446,58,3
12460,79447,64,3
12461,79465,56,3
12462,79473,14,1
12463,79501,14,1
12464,79541,40,2
12465,79544,23,1
12466,79567,59,3
12467,79568,79,4
12468,79570,49,2
12469,79571,160,7
12470,79572,114,5
12471,79573,82,4
12472,79574,18,1
12473,79575,25,1
12474,79576,149,6
12475,79577,321,8
12476,79581,340,9
12477,79582,107,5
12478,79583,107,5
12479,79585,83,4
12480,79586,150,6
12481,79587,88,4
12482,79589,216,8
12483,79590,126,6
12484,79591,40,2
12485,79594,291,8
12486,79595,140,6
12487,79596,114,5
12488,79598,67,3
12489,79600,274,8
12490,79602,147,6
12491,79603,140,6
12492,79605,9,1
12493,79607,98,5
12494,79608,61,3
12495,79609,80,4
12496,79611,79,4
12497,79612,122,6
12498,79613,55,3
12499,79616,55,3
12500,79618,246,8
12501,79621,80,4
12502,79622,143,6
12503,79623,61,3
12504,79624,104,5
12505,79625,146,6
12506,79626,59,3
12507,79627,29,2
12508,79628,151,7
12509,79629,86,4
12510,79630,58,3
12511,79631,90,4
12512,79632,64,3
12513,79633,279,8
12514,79634,59,3
12515,79635,43,2
12516,79637,94,5
12517,79639,43,2
12518,79640,27,2
12519,79641,102,5
12520,79642,62,3
12521,79643,363,9
12522,79644,110,5
12523,79645,17,1
12524,79646,72,4
12525,79647,99,5
12526,79648,89,4
12527,79649,42,2
12528,79650,80,4
12529,79651,96,5
12530,79652,82,4
12531,79654,188,7
12532,79656,106,5
12533,79657,97,5
12534,79658,84,4
12535,79659,136,6
12536,79660,141,6
12537,79661,112,5
12538,79663,101,5
12539,79664,82,4
12540,79665,370,9
12541,79666,240,8
12542,79668,57,3
12543,79669,49,2
12544,79670,88,4
12545,79671,120,6
12546,79672,91,4
12547,79673,82,4
12548,79674,51,3
12549,79675,93,5
12550,79676,118,6
12551,79677,239,8
12552,79679,109,5
12553,79680,59,3
12554,79682,191,7
12555,79683,49,2
12556,79684,62,3
12557,79685,106,5
12558,79689,47,2
12559,79690,106,5
12560,79691,84,4
12561,79692,39,2
12562,79693,163,7
12563,79694,65,3
12564,79695,85,4
12565,79696,86,4
12566,79697,107,5
12567,79698,38,2
12568,79699,90,4
12569,79701,67,3
12570,79703,40,2
12571,79705,125,6
12572,79706,111,5
12573,79707,147,6
12574,79709,97,5
12575,79710,114,5
12576,79711,317,8
12577,79712,89,4
12578,79713,38,2
12579,79714,57,3
12580,79716,63,3
12581,79717,95,5
12582,79718,251,8
12583,79719,76,4
12584,79720,181,7
12585,79722,97,5
12586,79723,123,6
12587,79724,277,8
12588,79725,51,3
12589,79726,43,2
12590,79727,191,7
12591,79728,122,6
12592,79729,44,2
12593,79730,30,2
12594,79731,87,4
12595,79733,162,7
12596,79734,147,6
12597,79735,159,7
12598,79736,73,4
12599,79738,111,5
12600,79739,86,4
12601,79740,26,1
12602,79741,27,2
12603,79742,41,2
12604,79744,72,4
12605,79745,124,6
12606,79746,68,3
12607,79747,20,1
12608,79748,25,1
12609,79750,13,1
12610,79751,153,7
12611,79752,76,4
12612,79753,210,8
12613,79754,94,5
12614,79755,84,4
12615,79758,66,3
12616,79759,84,4
12617,79760,105,5
12618,79762,90,4
12619,79763,87,4
12620,79767,69,3
12621,79768,88,4
12622,79770,97,5
12623,79772,32,2
12624,79774,68,3
12625,79776,48,2
12626,79777,149,6
12627,79778,117,6
12628,79780,38,2
12629,79781,34,2
12630,79782,24,1
12631,79783,46,2
12632,79784,181,7
12633,79785,42,2
12634,79786,24,1
12635,79788,11,1
12636,79789,69,3
12637,79791,114,5
12638,79792,110,5
12639,79794,14,1
12640,79796,119,6
12641,79797,146,6
12642,79798,68,3
12643,79799,32,2
12644,79800,71,4
12645,79801,72,4
12646,79802,25,1
12647,79803,144,6
12648,79805,43,2
12649,79807,31,2
12650,79809,71,4
12651,79810,92,5
12652,79811,83,4
12653,79812,111,5
12654,79813,125,6
12655,79814,36,2
12656,79815,20,1
12657,79816,41,2
12658,79817,121,6
12659,79818,44,2
12660,79819,53,3
12661,79820,40,2
12662,79822,79,4
12663,79823,69,3
12664,79825,56,3
12665,79827,23,1
12666,79828,64,3
12667,79829,86,4
12668,79830,42,2
12669,79831,69,3
12670,79832,60,3
12671,79833,95,5
12672,79834,126,6
12673,79836,78,4
12674,79837,188,7
12675,79838,56,3
12676,79839,139,6
12677,79840,61,3
12678,79841,44,2
12679,79842,82,4
12680,79843,85,4
12681,79844,72,4
12682,79845,83,4
12683,79846,35,2
12684,79847,28,2
12685,79848,139,6
12686,79849,116,5
12687,79850,357,9
12688,79852,36,2
12689,79853,11,1
12690,79856,59,3
12691,79858,69,3
12692,79861,31,2
12693,79862,91,4
12694,79863,25,1
12695,79864,65,3
12696,79865,47,2
12697,79866,93,5
12698,79867,65,3
12699,79868,107,5
12700,79869,162,7
12701,79870,80,4
12702,79871,41,2
12703,79872,144,6
12704,79873,165,7
12705,79874,105,5
12706,79875,66,3
12707,79876,181,7
12708,79877,98,5
12709,79879,30,2
12710,79882,89,4
12711,79883,52,3
12712,79884,99,5
12713,79885,184,7
12714,79886,95,5
12715,79887,62,3
12716,79888,160,7
12717,79890,101,5
12718,79891,85,4
12719,79892,86,4
12720,79893,45,2
12721,79894,66,3
12722,79895,63,3
12723,79896,45,2
12724,79897,39,2
12725,79898,25,1
12726,79899,65,3
12727,79901,116,5
12728,79902,919,9
12729,79903,77,4
12730,79905,26,1
12731,79906,30,2
12732,79908,10,1
12733,79912,59,3
12734,79913,106,5
12735,79915,50,3
12736,79917,11,1
12737,79918,48,2
12738,79919,68,3
12739,79921,329,9
12740,79922,46,2
12741,79923,131,6
12742,79924,244,8
12743,79925,103,5
12744,79927,33,2
12745,79929,96,5
12746,79930,54,3
12747,79931,89,4
12748,79932,67,3
12749,79933,34,2
12750,79934,52,3
12751,79935,18,1
12752,79937,30,2
12753,79939,91,4
12754,79943,9,1
12755,79944,49,2
12756,79946,0,0
12757,79947,641,9
12758,79948,54,3
12759,79949,27,2
12760,79953,106,5
12761,79954,46,2
12762,79955,69,3
12763,79956,93,5
12764,79957,73,4
12765,79958,116,5
12766,79959,176,7
12767,79960,222,8
12768,79961,311,8
12769,79962,26,1
12770,79966,92,5
12771,79968,33,2
12772,79969,100,5
12773,79971,181,7
12774,79973,15,1
12775,79974,76,4
12776,79977,180,7
12777,79979,118,6
12778,79980,102,5
12779,79981,16,1
12780,79982,91,4
12781,79983,66,3
12782,79987,67,3
12783,79989,69,3
12784,79990,51,3
12785,79991,84,4
12786,79993,106,5
12787,79998,18,1
12788,79999,1,0
12789,80000,30,2
12790,80003,74,4
12791,80004,178,7
12792,80005,104,5
12793,80006,46,2
12794,80007,74,4
12795,80008,32,2
12796,80010,150,6
12797,80011,99,5
12798,80012,58,3
12799,80013,67,3
12800,80014,78,4
12801,80017,79,4
12802,80018,123,6
12803,80019,122,6
12804,80020,86,4
12805,80021,98,5
12806,80022,89,4
12807,80023,46,2
12808,80024,150,6
12809,80025,180,7
12810,80028,94,5
12811,80031,227,8
12812,80032,20,1
12813,80034,57,3
12814,80036,78,4
12815,80045,8,1
12816,80055,144,6
12817,80059,53,3
12818,80063,95,5
12819,80067,40,2
12820,80070,37,2
12821,80071,85,4
12822,80095,48,2
12823,80097,112,5
12824,80099,1,0
12825,80108,177,7
12826,80110,59,3
12827,80111,12,1
12828,80114,55,3
12829,80115,89,4
12830,80117,29,2
12831,80119,91,4
12832,80122,84,4
12833,80124,109,5
12834,80125,205,7
12835,80127,80,4
12836,80128,87,4
12837,80129,26,1
12838,80131,58,3
12839,80133,11,1
12840,80135,91,4
12841,80139,175,7
12842,80142,158,7
12843,80143,76,4
12844,80144,121,6
12845,80145,143,6
12846,80146,91,4
12847,80148,250,8
12848,80149,466,9
12849,80150,191,7
12850,80152,118,6
12851,80153,137,6
12852,80155,89,4
12853,80157,57,3
12854,80162,105,5
12855,80164,13,1
12856,80167,63,3
12857,80168,37,2
12858,80169,118,6
12859,80173,178,7
12860,80174,76,4
12861,80176,92,5
12862,80177,55,3
12863,80178,25,1
12864,80179,26,1
12865,80183,18,1
12866,80184,221,8
12867,80185,60,3
12868,80194,137,6
12869,80195,76,4
12870,80196,156,7
12871,80198,128,6
12872,80199,195,7
12873,80201,115,5
12874,80204,232,8
12875,80205,102,5
12876,80206,110,5
12877,80207,48,2
12878,80208,111,5
12879,80209,59,3
12880,80210,49,2
12881,80212,408,9
12882,80213,77,4
12883,80216,256,8
12884,80217,45,2
12885,80218,177,7
12886,80219,87,4
12887,80221,128,6
12888,80222,110,5
12889,80223,222,8
12890,80224,79,4
12891,80227,139,6
12892,80228,89,4
12893,80230,179,7
12894,80231,49,2
12895,80232,113,5
12896,80233,107,5
12897,80235,75,4
12898,80237,135,6
12899,80243,53,3
12900,80254,196,7
12901,80255,166,7
12902,80256,172,7
12903,80258,96,5
12904,80262,43,2
12905,80263,95,5
12906,80264,66,3
12907,80267,133,6
12908,80270,92,5
12909,80271,142,6
12910,80273,72,4
12911,80274,58,3
12912,80279,269,8
12913,80298,77,4
12914,80301,60,3
12915,80303,107,5
12916,80304,78,4
12917,80305,40,2
12918,80306,220,8
12919,80308,132,6
12920,80309,64,3
12921,80310,180,7
12922,80311,102,5
12923,80312,116,5
12924,80313,47,2
12925,80314,215,8
12926,80315,147,6
12927,80317,67,3
12928,80318,103,5
12929,80319,53,3
12930,80320,44,2
12931,80321,422,9
12932,80323,38,2
12933,80324,106,5
12934,80325,59,3
12935,80326,72,4
12936,80328,46,2
12937,80329,46,2
12938,80331,146,6
12939,80332,85,4
12940,80333,118,6
12941,80335,160,7
12942,80336,79,4
12943,80339,87,4
12944,80341,33,2
12945,80342,113,5
12946,80343,13,1
12947,80344,110,5
12948,80345,59,3
12949,80346,86,4
12950,80347,590,9
12951,80349,494,9
12952,80351,230,8
12953,80352,35,2
12954,80380,93,5
12955,80381,161,7
12956,80700,125,6
12957,80704,72,4
12958,80705,122,6
12959,80709,89,4
12960,80712,63,3
12961,80714,72,4
12962,80723,49,2
12963,80724,81,4
12964,80725,178,7
12965,80726,63,3
12966,80727,118,6
12967,80728,57,3
12968,80731,205,7
12969,80736,86,4
12970,80737,7,1
12971,80739,37,2
12972,80740,11,1
12973,80741,9,1
12974,80742,53,3
12975,80745,91,4
12976,80746,244,8
12977,80755,68,3
12978,80757,33,2
12979,80758,294,8
12980,80759,17,1
12981,80760,94,5
12982,80761,41,2
12983,80762,262,8
12984,80763,79,4
12985,80764,210,8
12986,80765,35,2
12987,80772,107,5
12988,80774,47,2
12989,80775,39,2
12990,80776,61,3
12991,80777,152,7
12992,80778,93,5
12993,80781,201,7
12994,80789,69,3
12995,80790,74,4
12996,80816,27,2
12997,80817,152,7
12998,80818,276,8
12999,80820,104,5
13000,80821,70,3
13001,80823,99,5
13002,80824,99,5
13003,80829,94,5
13004,80830,97,5
13005,80831,25,1
13006,80832,29,2
13007,80833,88,4
13008,80834,41,2
13009,80835,34,2
13010,80851,102,5
13011,80852,95,5
13012,80853,119,6
13013,80854,232,8
13014,80856,100,5
13015,80863,26,1
13016,80864,23,1
13017,80895,76,4
13018,80896,110,5
13019,80975,33,2
13020,81025,30,2
13021,81027,208,8
13022,81029,100,5
13023,81030,83,4
13024,81031,122,6
13025,81033,79,4
13026,81034,188,7
13027,81035,66,3
13028,81037,106,5
13029,81050,16,1
13030,81061,14,1
13031,81099,14,1
13032,81127,65,3
13033,81168,15,1
13034,81282,78,4
13035,81285,84,4
13036,81300,14,1
13037,81309,14,1
13038,81318,15,1
13039,81327,14,1
13040,81328,15,1
13041,81341,81,4
13042,81392,14,1
13043,81399,17,1
13044,81442,14,1
13045,81448,38,2
13046,81466,14,1
13047,81469,42,2
13048,81470,42,2
13049,81472,31,2
13050,81488,191,7
13051,81490,87,4
13052,81491,39,2
13053,81492,16,1
13054,81493,30,2
13055,81494,24,1
13056,81501,86,4
13057,81502,95,5
13058,81532,86,4
13059,81533,192,7
13060,81537,102,5
13061,81539,563,9
13062,81542,126,6
13063,81543,4,0
13064,81544,293,8
13065,81545,122,6
13066,81550,95,5
13067,81551,258,8
13068,81552,130,6
13069,81553,72,4
13070,81554,41,2
13071,81555,115,5
13072,81556,59,3
13073,81557,26,1
13074,81558,76,4
13075,81559,335,9
13076,81562,95,5
13077,81563,64,3
13078,81565,393,9
13079,81566,161,7
13080,81567,131,6
13081,81569,74,4
13082,81570,272,8
13083,81572,20,1
13084,81573,78,4
13085,81575,148,6
13086,81576,116,5
13087,81577,164,7
13088,81578,71,4
13089,81579,184,7
13090,81602,40,2
13091,81603,294,8
13092,81605,109,5
13093,81606,93,5
13094,81607,94,5
13095,81608,120,6
13096,81609,107,5
13097,81610,103,5
13098,81611,132,6
13099,81614,75,4
13100,81615,41,2
13101,81616,83,4
13102,81617,98,5
13103,81618,196,7
13104,81619,116,5
13105,81620,226,8
13106,81621,47,2
13107,81622,103,5
13108,81623,18,1
13109,81624,72,4
13110,81626,50,3
13111,81627,116,5
13112,81628,448,9
13113,81629,310,8
13114,81631,373,9
13115,81669,139,6
13116,81671,114,5
13117,81688,61,3
13118,81689,97,5
13119,81691,64,3
13120,81693,67,3
13121,81696,44,2
13122,81697,61,3
13123,81704,149,6
13124,81706,59,3
13125,81786,58,3
13126,81788,102,5
13127,81789,31,2
13128,81790,56,3
13129,81792,80,4
13130,81793,109,5
13131,81794,106,5
13132,81796,33,2
13133,81797,41,2
13134,81831,85,4
13135,81832,64,3
13136,81833,44,2
13137,81839,90,4
13138,81844,66,3
13139,81846,76,4
13140,81847,146,6
13141,81848,116,5
13142,81849,55,3
13143,81850,23,1
13144,81851,8,1
13145,81853,103,5
13146,81855,150,6
13147,81856,61,3
13148,81857,132,6
13149,81858,146,6
13150,81870,8,1
13151,81871,11,1
13152,81872,15,1
13153,81873,147,6
13154,81875,103,5
13155,81876,304,8
13156,81887,417,9
13157,81888,78,4
13158,81889,87,4
13159,81890,118,6
13160,81892,231,8
13161,81894,177,7
13162,81926,79,4
13163,81928,83,4
13164,81929,287,8
13165,81930,164,7
13166,81931,33,2
13167,81932,81,4
13168,83259,8,1
13169,83394,58,3
13170,83401,68,3
13171,83416,51,3
13172,83417,9,1
13173,83439,198,7
13174,83440,223,8
13175,83442,105,5
13176,83443,203,7
13177,83444,101,5
13178,83445,45,2
13179,83446,79,4
13180,83447,53,3
13181,83448,241,8
13182,83449,50,3
13183,83450,30,2
13184,83451,57,3
13185,83452,131,6
13186,83460,117,6
13187,83461,168,7
13188,83463,209,8
13189,83464,145,6
13190,83468,77,4
13191,83473,41,2
13192,83475,88,4
13193,83478,196,7
13194,83479,76,4
13195,83480,92,5
13196,83481,92,5
13197,83482,20,1
13198,83483,120,6
13199,83538,65,3
13200,83539,60,3
13201,83540,92,5
13202,83541,166,7
13203,83543,93,5
13204,83544,31,2
13205,83546,35,2
13206,83547,141,6
13207,83548,103,5
13208,83549,140,6
13209,83550,228,8
13210,83551,45,2
13211,83552,26,1
13212,83590,292,8
13213,83591,33,2
13214,83592,55,3
13215,83593,179,7
13216,83594,105,5
13217,83595,108,5
13218,83596,102,5
13219,83597,22,1
13220,83604,90,4
13221,83605,125,6
13222,83606,86,4
13223,83607,70,3
13224,83608,48,2
13225,83636,70,3
