z_original,z_mc_highb,z_analytical,selected_original,selected_mc_highb,selected_analytical,lv_id,feature_idx,length,n_active_strata,mean_analytical,std_analytical,mean_mc_highb,std_mc_highb,b_mc_highb
8.839990852997905,,,True,False,False,LV57,217,2,1,0.0,,0.0,,10000
7.002628041853701,26.740653903297673,26.921655961945042,True,True,True,LV246,24,2,1,0.03876417716228517,0.0646596115762763,0.03929629930117551,0.06507737999391312,10000
2.6484195702518045,49.741832427865354,48.84229614728047,True,True,True,LV246,7,2,1,0.021453302152986263,0.05016733631751777,0.020839474335137536,0.049272445455493044,10000
-2.023012214055437,4.283650636173168,4.304686995729346,False,True,True,LV246,56,2,1,0.20221586102481492,0.1603378902021372,0.20242840871460294,0.16107566694618247,10000
,,,False,False,False,LV57,345,2,1,0.0,,0.0,,10000
0.16155986799696456,6.060116876181382,6.131788458198581,False,True,True,LV57,362,2,1,0.008837084814161424,0.030788222668811618,0.009129570141259362,0.031104083788024834,10000
,,,False,False,False,LV57,403,2,1,0.0,,0.0,,10000
-0.2732509521946141,,,False,False,False,LV57,407,2,1,0.0,,0.0,,10000
-4.779856548802951,10.01749052913536,9.946064939367288,False,True,True,LV57,315,2,1,0.2783590597559213,0.10841735987129517,0.27739069346408635,0.1077410020990204,10000
2.066608070763449,33.474868509543946,33.3795448437413,True,True,True,LV246,139,2,1,0.04264500481245993,0.0643486654596854,0.04221958073272425,0.06417813374871655,10000
,,,False,False,False,LV57,283,2,1,0.0,,0.0,,10000
1.9477072513352582,32.80131742538112,33.226161303689786,True,True,True,LV246,146,2,1,0.04710980204342061,0.07604091509484125,0.04797430880490471,0.07699944398896484,10000
,,,False,False,False,LV57,333,2,1,0.0,,0.0,,10000
-0.88198953397935,-0.22372227917025247,-0.22144173577122875,False,False,False,LV57,242,2,1,0.006272210015190972,0.028324425805941054,0.006266315791186165,0.02800935076482706,10000
,,,False,False,False,LV57,205,2,1,0.0,,0.0,,10000
-0.9952630336213134,5.3821238843256225,5.370496890485899,False,True,True,LV246,47,2,1,0.1777412869986951,0.15401795894499895,0.177730191877309,0.15368729566471714,10000
-0.18968787340593918,-0.12710341826665233,-0.1295127676360896,False,False,False,LV603,449,2,1,0.0032732002021386057,0.02527318550813292,0.0031547777442371143,0.02482055783597145,10000
