feature_idx,target_set_id,target_set_label,node_type,target_abbrev,metapath,n_targets,target_ids
454,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GeAdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
455,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GeAeGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
456,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GeAuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
457,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GiG<rGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
458,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GiGcGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
459,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GiGiGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
460,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GiGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
461,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GiGr>GpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
462,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GpBPpGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
463,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GpCCpGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
464,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GpMFpGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
465,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GpPWpGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
466,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,Gr>G<rGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
467,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,Gr>GcGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
468,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,Gr>GiGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
469,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,Gr>GpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
470,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,Gr>Gr>GpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
471,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuAdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
472,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuAeGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
473,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuAuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
474,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuCbGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
475,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuCdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
476,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuCuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
477,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuDaGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
478,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuDdGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
479,neutrophil_bp,Neutrophil biological process terms,Biological Process,BP,GuDuGpBP,35,GO:0001780|GO:0001781|GO:0002283|GO:0002446|GO:0030223|GO:0030593|GO:0033029|GO:0033030|GO:0033031|GO:0042119|GO:0043312|GO:0043313|GO:0043314|GO:0045658|GO:0045659|GO:0070488|GO:0070942|GO:0070943|GO:0070944|GO:0070945|GO:0070946|GO:0070947|GO:0072672|GO:0090022|GO:0090023|GO:0090024|GO:0097350|GO:1902563|GO:1902564|GO:1902622|GO:1902623|GO:1902624|GO:1990266|GO:2000389|GO:2000391
