z_original,z_mc_highb,z_analytical,selected_original,selected_mc_highb,selected_analytical,lv_id,feature_idx,length,n_active_strata,mean_analytical,std_analytical,mean_mc_highb,std_mc_highb,b_mc_highb
-0.9952630336213134,0.5806781722351603,0.5862608660989423,False,False,False,LV246,47,2,21,0.8534333325845346,0.2583507321836155,0.8552917284088977,0.2576341514733464,10000
-0.18968787340593918,,,False,False,False,LV603,449,2,4,0.0,,0.0,,10000
,,,False,False,False,LV57,264,2,9,0.0,,0.0,,10000
2.880443581098291,1.3499875773259866,1.354816005589539,True,False,False,LV246,2,3,28,3.34367222347561,0.02597676262999809,3.3439135576064087,0.025890904657771534,10000
3.5996593107868353,0.7487888634875167,0.7625093444609979,True,False,False,LV57,324,3,26,0.6353829923557028,0.1599915466934574,0.6355916827248629,0.1626444582150221,10000
4.559854400671835,0.6856622232261574,0.6882552622988386,True,False,False,LV246,158,3,17,2.5564692937340023,0.12828626813542254,2.5569156165929403,0.12812048453334582,10000
3.9873609087313926,-4.573603797097759,-4.579800357967061,True,False,False,LV246,127,3,29,3.9936495137241566,0.07140271631106301,3.9927154517433228,0.07129522761619819,10000
6.434192356784399,0.6998665933936886,0.7125339916038452,True,False,False,LV57,218,3,23,0.8943728903965071,0.20142605121701374,0.8977097133590894,0.20030401028902897,10000
7.728688167477175,0.5046269694711334,0.48642624549433244,True,False,False,LV57,213,3,23,2.0939692849591527,0.11205080969568243,2.0920366012006997,0.1118393225841097,10000
3.9974340365993113,0.10639242776263885,0.09676594087007345,True,False,False,LV246,168,3,18,2.998240627333516,0.027433561924178444,2.997977722666544,0.02742243183407125,10000
5.620737850899654,4.286095010079362,4.292860886321559,True,True,True,LV246,128,3,28,3.4254137287577606,0.0318576251749434,3.4258568191037457,0.03180453591860493,10000
3.7490019965007035,-1.4545743047976682,-1.4457843901947485,True,False,False,LV246,162,3,19,2.503787874251274,0.008567115520125922,2.503769032401197,0.008502391384973948,10000
7.732607177608448,-0.5614962818210198,-0.5738935655704973,True,False,False,LV57,207,3,19,1.6818913888623896,0.09724682326009032,1.6803469890952984,0.09664342958435344,10000
2.712198975457758,3.8665433832563005,3.8247203916487953,True,True,True,LV246,65,3,33,3.4698687903235768,0.03749133226584383,3.4699307985207613,0.03706976506477435,10000
3.670369946125746,-1.434621576402493,-1.4219083646663642,True,False,False,LV246,161,3,17,2.6973102117805627,0.045785019974800674,2.697539362734907,0.04553901524104827,10000
4.545419617051544,7.91513566233752,8.005059048371526,True,True,True,LV246,120,3,33,3.874072626184422,0.031718392646460244,3.8741241843952854,0.03207222954514903,10000
4.665712668388522,-1.021849317393355,-0.9986694155550004,True,False,False,LV246,159,3,15,2.496859320091309,0.03956791336557369,2.4974477469090153,0.03924618928702263,10000
5.899871771414987,0.3517120083311381,0.3406340003715508,True,False,False,LV57,210,3,19,1.297409550897524,0.18833987814979508,1.2955714665847666,0.1876337710206354,10000
,,,False,False,False,LV57,185,3,2,0.0,,0.0,,10000
0.1415496255419152,0.04847605962308251,0.06798232579232744,False,False,False,LV57,371,3,15,0.6731581450576017,0.13752823246827317,0.6757922625752056,0.1385296503039117,10000
,,,False,False,False,LV57,337,3,31,0.0,,0.0,,10000
,,,False,False,False,LV57,331,3,17,0.0,,0.0,,10000
,,,False,False,False,LV57,268,3,14,0.0,,0.0,,10000
1.178003789050177,-3.9434137111620706,-3.9812346494924298,False,False,False,LV246,93,3,33,3.384094006266771,0.005778601564933917,3.3841071760752617,0.005837363327935868,10000
,,,False,False,False,LV57,380,3,16,0.0,,0.0,,10000
-1.2505316823218584,-0.5376039204333876,-0.5248401468255894,False,False,False,LV246,79,3,9,1.0691038950570073,0.020225753907348647,1.069241209530129,0.02000097416485454,10000
-0.8207051434055327,-1.351964349132128,-1.3535416764835086,False,False,False,LV57,224,3,5,0.16269593378281744,0.12020016569087129,0.16244855946407596,0.12015742838807637,10000
-1.8666720430682622,-0.24659462808569518,-0.23080826921206737,False,False,False,LV246,57,3,9,0.11822555052275273,0.09091848189795916,0.11954272705807405,0.09043957751515866,10000
-0.6846332495003596,-0.1510034172811151,-0.14482773023021592,False,False,False,LV603,441,3,4,0.003017275588921632,0.020833548824699646,0.003274830637258642,0.021687129312855633,10000
0.3872865311019681,-1.2365204230285505,-1.211756948446062,False,False,False,LV57,339,3,29,0.776878091193458,0.11215710048905994,0.77803165899502,0.11084387373161811,10000
